date,dados.gov.br,data.comsode.eu,data.edincubator.eu,data.gov.ie,data.gov.ro,data.gov.si,data.gov.sk,data.gov.uk,data.gv.at,datahub.io,energydata.info,hubofdata.ru,odn.opendata.sk,opendata.government.bg,opendata.hu,opendata.praha.eu,opendata.swiss,www.data.gov.sg,www.europeandataportal.eu,www.govdata.de,www.hri.fi,www.opendataphilly.org
20180628,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180629,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180630,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180701,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180702,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180703,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180704,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180705,15,15,15,21,4,-1,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180706,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180707,15,15,15,21,4,3,15,15,5,15,16,-1,-1,15,15,-1,15,15,37,33,-1,-1
20180708,15,15,15,21,4,3,15,15,5,15,16,-1,-1,15,15,-1,15,15,37,33,-1,-1
20180709,15,15,15,21,4,3,15,15,5,15,16,-1,-1,15,15,-1,15,15,37,33,-1,-1
20180710,15,15,15,21,4,3,15,15,5,15,16,-1,-1,15,15,-1,15,15,37,33,-1,-1
20180711,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180712,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180713,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180714,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180715,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180716,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180717,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180718,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180719,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,-1,33,-1,-1
20180720,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180721,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180722,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180723,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180724,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180725,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,-1,33,-1,-1
20180726,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180727,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180728,15,15,15,21,4,3,15,15,5,15,16,-1,15,-1,15,-1,15,15,37,33,-1,-1
20180729,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180730,15,15,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,-1,33,-1,-1
20180731,15,-1,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,37,33,-1,-1
20180801,15,-1,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,-1,33,-1,-1
20180802,15,-1,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,-1,33,-1,-1
20180803,15,-1,15,21,4,3,15,15,5,15,16,-1,15,15,15,-1,15,15,35,33,-1,-1
