date,dados.gov.br,data.comsode.eu,data.edincubator.eu,data.gov.ie,data.gov.ro,data.gov.si,data.gov.sk,data.gov.uk,data.gv.at,datahub.io,energydata.info,hubofdata.ru,odn.opendata.sk,opendata.government.bg,opendata.hu,opendata.praha.eu,opendata.swiss,www.data.gov.sg,www.europeandataportal.eu,www.govdata.de,www.hri.fi,www.opendataphilly.org
20130903,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130904,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130905,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130906,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130907,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130910,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130911,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130912,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130913,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130914,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130915,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130916,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130917,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130918,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130919,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130920,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130921,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130922,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130923,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130924,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130925,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130926,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130927,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130928,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130929,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20130930,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131001,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131002,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131003,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131004,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131005,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131006,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131007,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131008,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131009,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131010,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131011,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131012,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131013,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131014,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131015,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131016,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131017,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131018,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131019,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131020,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131021,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131022,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131023,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131024,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131025,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131028,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131029,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131030,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131031,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131101,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131102,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131103,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131104,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131105,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131106,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131107,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131108,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131109,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131110,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131111,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131112,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131113,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131114,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131115,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131116,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131117,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131118,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131119,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131120,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131121,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131122,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131123,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131124,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131126,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131127,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131128,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131129,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131130,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131201,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131202,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131203,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131204,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131205,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131206,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131208,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131209,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131210,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131211,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131212,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131213,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131214,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131215,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131216,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131217,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131218,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131219,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131220,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131222,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131223,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131224,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131225,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131226,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131227,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131228,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131229,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131230,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20131231,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140101,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140102,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140103,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140104,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140105,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140106,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140107,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140109,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140110,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140111,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140112,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140113,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140114,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140115,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140116,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140117,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140118,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140119,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140120,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140121,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140122,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140123,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140124,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140125,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140126,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140127,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140128,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140129,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140130,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140131,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140201,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140202,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140203,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140204,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140205,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140206,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140207,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140208,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140209,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140210,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140211,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140212,-1,-1,-1,-1,-1,-1,15,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20140213,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140214,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140215,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140216,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140218,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140219,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140220,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140221,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140222,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140223,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140224,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140225,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140226,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140227,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140228,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140301,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140304,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140305,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140306,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140307,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140308,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140309,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140310,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140311,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140312,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140313,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140314,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140315,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140316,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140317,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140318,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140319,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140320,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140321,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140322,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140323,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140324,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140325,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140326,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140327,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140328,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140329,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140331,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140401,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140402,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140405,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140407,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140408,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140409,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140410,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140411,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140412,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
20140414,15,-1,-1,-1,-1,-1,15,15,3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
